149,76;TimeToHit;128,82

150,08;TimeToHit;149,76

161,34;TimeToHit;150,08

424,64;TimeToHit;406,08

880,24;TimeToHit;828,78

893,76;TimeToHit;880,24

1089,42;TimeToHit;1016,82

1090,32;TimeToHit;1089,42

1091,34;TimeToHit;1090,32

1109,1;TimeToHit;1091,34

1126,42;TimeToHit;1109,1

1159,76;TimeToHit;1126,46

2372,42;TimeToHit;2342,76

2374,42;TimeToHit;2372,42

2376,42;TimeToHit;2374,42

2380,24;TimeToHit;2376,42

2396,48;TimeToHit;2380,24

2411,82;TimeToHit;2396,48

2466,98;TimeToHit;2443,58

2505,56;TimeToHit;2467,38

3258,56;TimeToHit;3198,16

3271,34;TimeToHit;3258,56

3306,58;TimeToHit;3289,4

3492,52;TimeToHit;3480,74

3493,36;TimeToHit;3492,52

3493,36;TimeToHit;3493,36

4381,34;TimeToHit;4374,78

4703,98;TimeToHit;4622,78

4769;TimeToHit;4706,08

4883,16;TimeToHit;4834,06

5040,9;TimeToHit;5015,38

5040,9;TimeToHit;5040,9

5040,9;TimeToHit;5040,9

5078,32;TimeToHit;5065,38

5087,1;TimeToHit;5078,32

5087,1;TimeToHit;5087,1

5168,66;TimeToHit;5112,14

5186,06;TimeToHit;5168,66

5193,76;TimeToHit;5186,06

5195,76;TimeToHit;5193,76

5381,98;TimeToHit;5329,4

6111,84;TimeToHit;6100,74

6706,06;TimeToHit;6646,14

6953,62;TimeToHit;6871,42

6984,82;TimeToHit;6953,66

7545,32;TimeToHit;7496,74

8089,46;TimeToHit;8089,46

8089,46;TimeToHit;8089,46

8511,04;TimeToHit;8479,42

8670,479;TimeToHit;8628,06

9077,92;TimeToHit;9026,78

9394,04;TimeToHit;9353,46

9472,54;TimeToHit;9466,08

9523,38;TimeToHit;9507,5

9613,56;TimeToHit;9553,479

100,12;TimeToHit;69,96

